LicenseNo,WIPlantNo,BusinessName,DBA,BusinessPhone,StreetAddress,City,StateZip,County,Municipality,GradeBProcessing1,GradeAPermitAuthorization,GeneralProcessing,SpecificProcessing,CheeseManufactured,VarianceStatus,VarianceDate
122840,55-97,"Old Fashioned Foods, Inc.","Old Fashioned Cheese, Mayville Cheese",(920) 387-4444 x50,"331 S Main St
",Mayville,"WI, 53050",Dodge ,City of Mayville,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"LACF, Process Cheese","Cold Pack Cheese/Cheese Food, Pasteurized Cheese Spread, Pasteurized Process Cheese/Cheese Food",,
190076,55-720,"Old Fashioned Foods, Inc.",Old Fashioned Cheese,(920) 387-4444 x50,"650 Furnace St
",Mayville,"WI, 53050",Dodge ,City of Mayville,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Aseptic or Canning, Cut/Wrap/Shred, LACF, Non-Dairy - Low Acid Canned Foods","Cold Pack Cheese/Cheese Food, Pasteurized Process Cheese/Cheese Food",,
319361,55-366,Old World Creamery LLC,Old World Creamery LLC,(920) 550-4443,"1606 Erie Ave
",Sheboygan,"WI, 53081",Sheboygan ,City of Sheboygan,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Retail Store","Butter Processing, Cheese Processing, Cream, Pasteurizer - HTST, Powder Mixing/Blending",Cream Cheese,,
209294,55-460,"Olson's Ice Cream, Inc.",Olsons Ice Cream,(715) 723-4331,"611 Bridge St
",Chippewa Falls,"WI, 54729",Chippewa ,City of Chippewa Falls,"Frozen Dairy Product > 200,000 gallons per year, Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
205978,55-909,Ornua (Whitehall) Ingredients Inc.,Ornua Ingredients North America - Whitehall East,(715) 538-2326,"17201 Specialty Way
",Whitehall,"WI, 54773",Trempealeau ,Town of Lincoln,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",,"Pasteurized Process Cheese/Cheese Food, Pasteurized Processed Cheese Spread",,
509457,55-1088,Ornua (Whitehall) Ingredients Inc.,Ornua Ingredients North America - Hillsboro,(715) 538-2326,"1401 County Highway HH
",Hillsboro,"WI, 54634",Vernon ,Town of Hillsboro,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Pasteurizer - Batch,Pasteurized Process Cheese/Cheese Food,,
123146,55-9009,Ornua (Whitehall) Ingredients Inc.,Ornua Ingredients North America - Whitehall West,(715) 538-2326,"36120 Owen St
",Whitehall,"WI, 54773",Trempealeau ,City of Whitehall,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk","Cut/Wrap/Shred, Drying Operation, Powder Mixing/Blending","Parmesan and Reggiano, Pasteurized Process Cheese/Cheese Food, Pasteurized Processed Cheese Spread",,
563346,55-272,Ornua (Wisconsin) Ingredients LLC,Ornua Ingredients North America,(920) 714-0977,"N7630 County Road Bb
",Hilbert,"WI, 54129",Calumet ,Town of Woodville,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,Pasteurized Process Cheese/Cheese Food,,
332263,55-1120,Oshkosh Storage Company,,(920) 231-0610,"1110 Industrial Ave
",Oshkosh,"WI, 54901",Winnebago ,Town of Oshkosh,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
181587,55-79,"Ottery Brothers, LLC","Ottery Brothers, LLC",(920) 477-2413,"W736 County Road B
",Campbellsport,"WI, 53010",Fond du Lac ,Town of Osceola,,Grade A Transfer Station,Bovine Milk,,,,
317810,55-374,"Ottery Brothers, LLC","Ottery Brothers, LLC",(920) 623-9070,"2280 W James St
",Columbus,"WI, 53925",Columbia ,City of Columbus,,Grade A Transfer Station,Bovine Milk,,,,
320752,55-410,Outpost Natural Foods Cooperative,Outpost Natural Foods,(414) 431-3377 x133,"2826 S Kinnickinnic Ave
",Milwaukee,"WI, 53207",Milwaukee ,City of Milwaukee,"Grade B Processing <= 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk, Sheep Milk",Cut/Wrap/Shred,,,
332233,55-599,Oxheart Farm LLC,Oxheart Farm LLC,(651) 380-6988,"W7902 290th Ave
",Hager City,"WI, 54014",Pierce ,Town of Trenton,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing <= 2,000,000 lbs. milk received per year",Bovine Milk,"Fluid Milk, Frozen Dairy Products, Pasteurizer - Batch, Yogurt",,,
129473,55-1091,"Pasture Pride Cheese, LLC",,(608) 654-7444,"110 Eagle Dr
",Cashton,"WI, 54619",Monroe ,Village of Cashton,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Cut/Wrap/Shred",,,
187656,55-620,Pecatonica Packaging & Storage LLC,Pecatonica Packaging & Storage,(608) 523-1430,"201 W Olson St
",Blanchardville,"WI, 53516",Lafayette ,Village of Blanchardville,"Grade B Processing > 1,000,000 lbs product per year",,,Cut/Wrap/Shred,,,
544917,55-823,"Pelkin's Smokey Meat Market, LLC",,(715) 854-3681,"600 S US Highway 141
",Crivitz,"WI, 54114",Marinette ,Town of Stephenson,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
249374,55-530,"Pernat Haase Meats, LLC",Pernat's Premium Meats,(920) 386-3340,"312 Milwaukee St
",Johnson Creek,"WI, 53038",Jefferson ,Village of Johnson Creek,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
528187,55-1526,Pernat Meats LLC,Pernats of Ixonia,(920) 261-3105,"W1194 Marietta Ave
",Ixonia,"WI, 53036",Jefferson ,Town of Ixonia,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Custom Processing","Cut/Wrap/Shred, Non-Dairy - Acidified Foods, Pasteurizer - Batch",Cheddar,,
508046,55-28,Peter Tetzner,Tetzner Dairy,(715) 373-2330,"30455 Nevers Rd
",Washburn,"WI, 54891",Bayfield ,Town of Washburn,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing <= 2,000,000 lbs. milk received per year",Bovine Milk,"Fluid Milk, Frozen Dairy Products, Pasteurizer - HTST, Single Service - Grade A",,,
122948,55-334,Pine River Dairy Inc.,Pine River Dairy Inc,(920) 758-2233,"10115 English Lake Rd
",Manitowoc,"WI, 54220",Manitowoc ,Town of Newton,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Butter Processing, Cut/Wrap/Shred, Non-Dairy - Seafood, Pasteurizer - Batch",,,
123046,55-719,"Pine River Pre-Pack, Inc.",,(920) 726-4216,"10134 Pine River Rd
",Newton,"WI, 53063",Manitowoc ,Town of Newton,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,,"Cold Pack Cheese/Cheese Food, Pasteurized Processed Cheese Spread",,
501570,55-1092,Pioneer Sweets at UW-Platteville,Pioneer Sweets,(608) 342-6027,"1255 Greenwood Ave
",Platteville,"WI, 53818",Grant ,City of Platteville,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
191583,55-83,"Portesi's Italian Foods, Inc.","Portesi Italian Food, Inc.",(715) 344-7974,"3201 Business Park Dr
",Stevens Point,"WI, 54482",Portage ,City of Stevens Point,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Cut/Wrap/Shred, Other",,,
321744,55-317,"Prairie Farms Dairy, Inc.","Prairie Farms Dairy, Inc. - Mindoro",(608) 857-3422 x21,"W3959 County Road D
",Mindoro,"WI, 54644",La Crosse ,Town of Farmington,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Brine System, Cheese Processing, Pasteurizer - HTST, Whey/Whey By Products","Bleu, Gorgonzola",,
500707,55-714,"Prairie Farms Dairy, Inc.",Shullsburg Creamery,(608) 965-4485 x262,"208 W Water St
",Shullsburg,"WI, 53586",Lafayette ,City of Shullsburg,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Sheep Milk","Cheese Processing, Cut/Wrap/Shred","Brick, Cheddar, Colby, Granular and Stirred Curd, Monterey/Monterey Jack, Muenster (Munster), Other",,
261345,55-904,Prestige Blending Inc.,Prestige Proteins and Falcon Ingredients,(715) 384-3870,"2408 S Galvin Ave
",Marshfield,"WI, 54449",Wood ,City of Marshfield,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Powder Mixing/Blending,,,
331498,55-1475,"Primal Eats, LLC",Primal Eats,(855) 951-3287,"14109 County Road VV
",Gillett,"WI, 54124",Oconto ,Town of Underhill,"Grade B Processing <= 1,000,000 lbs product per year",,,Cut/Wrap/Shred,,,
122997,55-437,"Ranison Ice Cream & Candy, LLC",Ranison Candy & Ice Cream,(608) 782-1987,"706 S 16th St
",La Crosse,"WI, 54601",La Crosse ,City of La Crosse,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
263074,55-8997,"Renard's Cheese Store, LLC",Renard's Cheese,(920) 825-7272,"2189 County Road DK
",Sturgeon Bay,"WI, 54235",Door ,Town of Nasewaupee,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
300053,55-190,Renew It Cheese LLC,Renew It Cheese II,,"3610 Electric City Blvd
",Kaukauna,"WI, 54130",Outagamie ,City of Kaukauna,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
250780,55-651,Renew It Cheese LLC,Renew It Cheese,(920) 949-4026,"524 Martin Lane
",Kaukauna,"WI, 54130",Brown ,Town of Holland,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
511203,55-276,"Revela Foods - Colby, LLC","Revela Foods - Colby, LLC",(715) 223-2874,"225567 Silver Maple Ln
",Colby,"WI, 54421",Marathon ,Town of Hull,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk","Aseptic or Canning, Cheese Processing, Cut/Wrap/Shred, Non-Dairy - Acidified Foods, Non-Dairy - Low Acid Canned Foods","Pasteurized Cheese Spread, Pasteurized Process Cheese/Cheese Food, Pasteurized Processed Cheese Spread",,
511066,55-121,"Revela Foods - New Berlin, LLC",Archer Daniels Midland Company,(262) 789-5104 x122,"2770 S 171st St
",New Berlin,"WI, 53151",Waukesha ,City of New Berlin,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Other, Powder Mixing/Blending",,,
330821,55-465,"RFS Cheese, LLC",,(608) 426-6085,"466 17th Ave
",Monroe,"WI, 53566",Green ,City of Monroe,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
214663,55-314,"Roelli Cheese Co., Inc.",Roelli Cheese Factory,(608) 965-3779,"15982 State Road 11
",Shullsburg,"WI, 53586",Lafayette ,Town of Gratiot,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Cheese Processing, Cut/Wrap/Shred","Bleu, Cheddar, Colby, Gouda, Granular and Stirred Curd, Hard, Monterey/Monterey Jack, Swiss and Emmentaler",,
329852,55-614,"Roelli Cheese Co., Inc.",Roelli Cheese Cellars,(608) 965-3779,"15982 Highway 11
",Shullsburg,"WI, 53586",Lafayette ,Town of Gratiot,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Affinage (Aging),"Bleu, Cheddar, Swiss and Emmentaler",,
559296,55-260,Rolling Hills Dairy Producers Cooperative,Rolling Hills Dairy Producers Cooperative ,(608) 325-4549,"15982 State Road 11
",Shullsburg,"WI, 53586",Lafayette ,Town of Gratiot,,Grade A Transfer Station,,,,,
203434,55-1301,Rolling Hills Dairy Producers Cooperative,Rolling Hills Dairy Producers Cooperative,(608) 325-4549,"W5198 County Road C
",Monticello,"WI, 53570",Green ,Town of Washington,,Grade A Receiving Station,Bovine Milk,,,,
294861,55-21,Ron's Wisconsin Cheese LLC,,(920) 845-5330,"124 Main St
",Luxemburg,"WI, 54217",Kewaunee ,Village of Luxemburg,"Grade B Processing <= 1,000,000 lbs product per year",,"Bovine Milk, Retail Store",Cut/Wrap/Shred,,,
309317,55-235,Ron's Wisconsin Cheese LLC,,(920) 845-5330,"N4893 County Road C
",Kewaunee,"WI, 54216",Kewaunee ,Town of Casco,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Brine System, Cheese Processing, Pasteurizer - Batch","Cheddar, Colby, Monterey/Monterey Jack, Mozzarella, Semisoft",,
331809,55-605,Rosetta Inga Orth,St. Isidore's Dairy,(715) 225-5871,"N45354 County Road E
",Osseo,"WI, 54758",Trempealeau ,Town of Hale,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,,Cheddar,,
123073,55-1061,"Rosewood Dairy, Inc.","Rosewood Dairy, Inc.",(920) 743-6626,"248 County Road S
",Algoma,"WI, 54201",Door ,Town of Clay Banks,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Cheese Processing, Cut/Wrap/Shred","Brick, Cheddar, Colby, Gouda, Monterey/Monterey Jack, Mozzarella, Muenster (Munster), Other",,
521815,55-1062,"Rosewood Dairy, Inc.",Renard's Cheese,(920) 743-6626,"248 County Rd S
",Algoma,"WI, 54201",Door ,Town of Clay Banks,"Grade B Processing <= 1,000,000 lbs product per year",,,Cut/Wrap/Shred,,,
504057,55-1039,Royal Guernsey Creamery LLC,,,"W4192 Bristol Rd
",Columbus,"WI, 53925",Columbia ,Town of Bristol,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Butter Processing,,,
309122,55-283,"S. Terry Woods, Ltd.",Highfield Farm Creamery,(262) 275-3027,"W4854 Stateline Rd
",Walworth,"WI, 53184",Walworth ,Town of Linn,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Brine System, Cheese Processing, Cut/Wrap/Shred, Pasteurizer - Batch","Bleu, Cheddar, Colby, Cold Pack Cheese/Cheese Food, Semisoft, Soft Ripened, Washed Curd and Soaked Curd",,
295493,55-158,"Saco Foods, LLC",Saco Foods and Hoosier Hill Farm,(608) 662-2662,"1845 Deming Way
",Middleton,"WI, 53562",Dane ,City of Middleton,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Powder Mixing/Blending,,,
563516,55-742,Salmon's Meat Products,,(920) 888-3786,"107 4th St
",Luxemburg,"WI, 54217",Kewaunee ,Village of Luxemburg,"Grade B Processing <= 1,000,000 lbs product per year",,,,,,
501596,55-464,Saputo Cheese USA Inc,Saputo Cheese USA ,(608) 495-8067,"522 Greenway Ct
",Reedsburg,"WI, 53959",Sauk ,City of Reedsburg,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk","Drying Operation, Membrane Processing, Pasteurizer - HTST, Whey/Whey By Products",,,
518501,55-634,Saputo Cheese USA Inc,,,"2895 W Oakwood Rd
",Franklin,"WI, 53132",Milwaukee ,City of Franklin,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk, Sheep Milk",Cut/Wrap/Shred,"Asiago, Cheddar, Colby, Gouda, Grated Cheese, Gruyere, Hard, Monterey/Monterey Jack, Mozzarella, Parmesan and Reggiano, Provolone, Romano",,
221960,55-112,Saputo Cheese USA Inc.,Saputo Cheese USA Inc.,(920) 346-2215,"N3545 County Road EE
",Waupun,"WI, 53963",Fond du Lac ,Town of Alto,"Grade B Processing > 1,000,000 lbs product per year","Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station, Grade A Transfer Station","ACaSS, Bovine Milk","Brine System, Cheese Processing, Cream, Cut/Wrap/Shred, Membrane Processing, Powder Mixing/Blending, Whey/Whey By Products","Mozzarella, Provolone",,
122919,55-284,Saputo Cheese Usa Inc.,Saputo Cheese USA Inc.,(920) 829-5251,"317 N Rosera St
",Lena,"WI, 54139",Oconto ,Village of Lena,"Grade B Processing > 1,000,000 lbs product per year","Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station","ACaSS, Bovine Milk","Brine System, Cheese Processing, Condensary/Evap, Cream, Cut/Wrap/Shred, Fluid Milk, Membrane Processing, Pasteurizer - Batch, Pasteurizer - HTST, Powder Mixing/Blending, Whey/Whey By Products",Mozzarella,,
123007,55-475,Saputo Cheese USA Inc.,Saputo Cheese USA Inc.,(608) 495-8067,"1120 Commercial Ave
",Reedsburg,"WI, 53959",Sauk ,City of Reedsburg,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk","Cheese Processing, Membrane Processing, Pasteurizer - HTST","Semisoft, Soft Ripened",,
221959,55-863,Saputo Cheese USA Inc.,Saputo Cheese USA Inc.,(920) 984-3331,"307 N Clark St
",Black Creek,"WI, 54106",Outagamie ,Village of Black Creek,"Grade B Processing > 1,000,000 lbs product per year",Grade A Transfer Station,"Bovine Milk, Goat Milk","Cheese Processing, Fluid Milk, Pasteurizer - HTST, Whey/Whey By Products","Asiago, Brick, Cheddar, Colby, Gouda, Monterey/Monterey Jack, Mozzarella, Muenster (Munster), Parmesan and Reggiano, Romano",,
123095,55-1508,Saputo Cheese USA Inc.,Saputo Cheese USA Inc.,(715) 214-1100,"1052 6th St
",Almena,"WI, 54805",Barron ,Town of Turtle Lake,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Brine System, Cheese Processing, Condensary/Evap, Membrane Processing, Whey/Whey By Products","Asiago, Bleu, Gorgonzola, Parmesan and Reggiano, Romano",,
242370,55-230,Sartori Company,,(920) 449-7899,"W4200 County Road PP
",Plymouth,"WI, 53073",Sheboygan ,City of Plymouth,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",Cut/Wrap/Shred,,,
122893,55-239,Sartori Company,Sartori Company,(920) 449-7899,"2 E Main St
",Plymouth,"WI, 53073",Sheboygan ,City of Plymouth,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Cheese Processing, Cut/Wrap/Shred",,,
203469,55-352,Sartori Company,Sartori Company,(920) 449-7899,"201 Morse St
",Antigo,"WI, 54409",Langlade ,City of Antigo,"Grade B Processing > 1,000,000 lbs product per year",Grade A Receiving Station,Bovine Milk,"Cheese Processing, Membrane Processing, Whey/Whey By Products","Asiago, Parmesan and Reggiano, Romano",,
123107,55-1785,Sartori Company,Sartori Company,(920) 449-7899,"12 W Main St
",Plymouth,"WI, 53073",Sheboygan ,City of Plymouth,"Grade B Processing > 1,000,000 lbs product per year",Grade A Receiving Station,Bovine Milk,"Cheese Processing, Cream, Membrane Processing, Pasteurizer - HTST, Whey/Whey By Products","Asiago, Cheddar, Other, Parmesan and Reggiano, Romano",,
215193,55-192,"Sassy Cow Creamery, LLC",Sassy Cow Creamery,(608) 837-7766,"W4192 Bristol Rd
",Columbus,"WI, 53925",Columbia ,Town of Bristol,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station",Bovine Milk,"Cream, Fluid Milk, Frozen Dairy Products, Pasteurizer - HTST",,,
270619,55-25,Scenic Central Milk Producers Cooperative Association,Scenic Central Milk Producers Coop,(608) 375-3677,"1160 Industrial Dr
",Muscoda,"WI, 53573",Iowa ,Village of Muscoda,,Grade A Receiving Station,Bovine Milk,,,,
532244,55-916,"Schreiber Foods, Inc",,,"2924 Wyetta Dr
",Beloit,"WI, 53511",Rock ,City of Beloit,,"Grade A Processing > 2,000,000 lbs. milk received per year",Bovine Milk,"Aseptic or Canning, Non-Dairy - Low Acid Canned Foods",,,
211825,55-53,"Schreiber Foods, Inc.",Schreiber Foods,(608) 647-8705 x3753,"2101 Bohmann Dr
",Richland Center,"WI, 53581",Richland ,City of Richland Center,,"Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station","ACaSS, Bovine Milk","Pasteurizer - HTST, Yogurt",,,
331589,55-376,"Schreiber Foods, Inc.","Schreiber Foods, Inc.",(262) 675-6533,"807 Pleasant Valley Rd
",West Bend,"WI, 53095",Washington ,Town of Jackson,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",,Cream Cheese,,
122998,55-443,"Schreiber Foods, Inc.",Schreiber Foods Inc.,(920) 455-3232,"1695 Mills St
",Green Bay,"WI, 54302",Brown ,City of Green Bay,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",,Pasteurized Process Cheese/Cheese Food,,
268095,55-1224,"Schreiber Foods, Inc.","Schreiber Foods, Inc.",(608) 647-6369,"920 Sextonville Rd
",Richland Center,"WI, 53581",Richland ,City of Richland Center,,"Grade A Processing > 2,000,000 lbs. milk received per year",Bovine Milk,Yogurt,,,
313968,55-306,"Schroeder Kase, LLC",Schroeder Kase,(608) 330-2887,"112 W Ann St
",Darlington,"WI, 53530",Lafayette ,City of Darlington,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing <= 2,000,000 lbs. milk received per year",Bovine Milk,"Cheese Processing, Pasteurizer - Batch, Yogurt","Bleu, Cheddar, Colby, Gorgonzola, Monterey/Monterey Jack, Mozzarella, Other, Semisoft, Soft Ripened",,
331590,55-1103,Scott's Of Wisconsin,,(608) 837-8020,"301 Broadway Dr
",Sun Prairie,"WI, 53590",Dane ,City of Sun Prairie,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Butter Processing, Cut/Wrap/Shred","Cold Pack Cheese/Cheese Food, Pasteurized Process Cheese/Cheese Food, Pasteurized Processed Cheese Spread",,
507358,55-387,Scratch Ice Cream LLC,Scratch Ice Cream,(414) 704-8874,"2205 N Calhoun Rd
",Brookfield,"WI, 53005",Waukesha ,City of Brookfield,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
123109,55-1805,"Scray's Cheese, LLC",Scray's Cheese Co,(920) 336-8359,"2082 Old Martin Rd
",De Pere,"WI, 54115",Brown ,Town of Rockland,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cheese Processing,"Cheddar, Edam, Gouda, Mozzarella",,
513957,55-8822,"Select Custom Solutions, LLC",Select Custom Solutions,(608) 781-2345,"2340 Enterprise Ave
",La Crosse,"WI, 54603",La Crosse ,City of La Crosse,"Grade B Processing > 1,000,000 lbs product per year","Grade A Processing <= 2,000,000 lbs. milk received per year",Bovine Milk,Powder Mixing/Blending,,,
528523,55-1388,Silo View Creamery LLC,Silo View Creamery LLC,(262) 498-3079,"18320 Old Yorkville Rd
",Union Grove,"WI, 53182",Racine ,Town of Yorkville,,"Grade A Processing <= 2,000,000 lbs. milk received per year",Bovine Milk,"Fluid Milk, Pasteurizer - Batch",,,
123034,55-636,"Silver & Lewis Cheese Factory Company, Cooperative",,(608) 938-4813,"W3075 County Road EE
",Monticello,"WI, 53570",Green ,Town of Mount Pleasant,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cheese Processing,"Brick, Cheddar, Edam, Gouda, Mozzarella, Provolone, Swiss and Emmentaler",,
122991,55-417,"Specialty Cheese Company, Inc",Specialty Cheese,(920) 927-3888,"430 N Main St
",Reeseville,"WI, 53579",Dodge ,Village of Reeseville,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Brine System, Cheese Processing, Cut/Wrap/Shred, Pasteurizer - HTST","Brick, Granular and Stirred Curd, Hard, Muenster (Munster), Other, Semisoft",,
523057,55-503,"Spray - Tek, LLC.","Spray - Tek, LLC.",(608) 690-8888,"3355 Colley Rd
",Beloit,"WI, 53511",Rock ,City of Beloit,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk","Drying Operation, Pasteurizer - Batch, Powder Mixing/Blending",,,
564328,55-1712,Springside Artisan Cheese LLC,,(920) 829-6395,"7989 Arndt Rd
",Oconto Falls,"WI, 54154",Oconto ,Town of Spruce,"Grade B Processing <= 1,000,000 lbs product per year",,"Bovine Milk, Retail Store","Cheese Processing, Cut/Wrap/Shred, Pasteurizer - HTST","Cheddar, Colby, Gouda, Monterey/Monterey Jack, Mozzarella, Washed Curd and Soaked Curd",,
123130,55-8983,State of Wisconsin Dept. of Corrections,Waupun Dairy,(920) 324-8771,"900 S Madison St
",Waupun,"WI, 53963",Dodge ,City of Waupun,,"Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station",Bovine Milk,"Fluid Milk, Frozen Dairy Products, Pasteurizer - HTST",,,
270049,55-274,"Stone Ridge Wholesale Division, LLC","StoneRidge Wholesale Division, LLC",(715) 228-5444 x210,"271 Industrial Dr
",Coloma,"WI, 54930",Waushara ,Village of Coloma,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
526850,55-935,"Stone Ridge Wholesale Division, LLC","StoneRidge Wholesale Division, LLC",(715) 228-5444 x210,"975 E Main St
",Wautoma,"WI, 54982",Waushara ,City of Wautoma,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
523249,55-1510,"Straka Meats, Inc.",,(608) 546-3301,"915 Alma Ave
",Plain,"WI, 53577",Sauk ,Village of Plain,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,"Cheddar, Colby, Monterey/Monterey Jack, Mozzarella, Muenster (Munster), Washed Curd and Soaked Curd",,
123057,55-814,"Sturm Foods, Inc.",Sturm Foods ,(920) 596-5136,"250 Center St
",Manawa,"WI, 54949",Waupaca ,City of Manawa,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Powder Mixing/Blending,,,
258149,55-115,"Swiss Family Smokehouse, LLC",Swiss Family Smokehouse,(608) 882-4030,"104 N Madison St
",Evansville,"WI, 53536",Rock ,City of Evansville,"Grade B Processing <= 1,000,000 lbs product per year",,"Bovine Milk, Custom Processing",Cut/Wrap/Shred,,,
332276,55-603,Taste & See Creamery LLC,,(715) 556-1557,"N10760 350th St
",Boyceville,"WI, 54725",Dunn ,Town of Hay River,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Cheese Processing, Pasteurizer - Batch","Cheddar, Other",,
315742,55-735,Terra Verde LLC,Scoops Ice Cream House,(920) 464-1310,"131 E Chestnut St
",Chilton,"WI, 53014",Calumet ,City of Chilton,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
122957,55-343,"The MBP Company, LLC",Marron Foods,(715) 672-8911,"1220 E Hardy St
",Durand,"WI, 54736",Pepin ,City of Durand,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",Powder Mixing/Blending,,,
327401,55-447,"The Pearl, LLC",The Pearl Ice Cream Parlor,(608) 782-6655,"207 Pearl St
",La Crosse,"WI, 54601",La Crosse ,City of La Crosse,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
295650,55-166,"The Purple Door Ice Cream Shoppe, LLC","Purple Door Ice Cream Shoppe, LLC",(414) 988-2521,"205 S 2nd St
",Milwaukee,"WI, 53204",Milwaukee ,City of Milwaukee,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
511788,55-1037,"Thiel Distribution Center, Inc.",,(920) 894-4443,"170 Ruh Ct
",Kiel,"WI, 53042",Manitowoc ,City of Kiel,"Grade B Processing > 1,000,000 lbs product per year",,,Cut/Wrap/Shred,,,
517609,55-547,Topp Cheese Company,Topp Cheese,(920) 867-2337,"508 N Mill St
",Weyauwega,"WI, 54983",Waupaca ,City of Weyauwega,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,"Cheddar, Colby, Gouda, Gruyere, Mozzarella, Muenster (Munster), Pasteurized Process Cheese/Cheese Food, Provolone, Swiss and Emmentaler",,
