Record ID,State,Plant Code / License ID,Company / Licensee,Site Name,City,County,Address,License / Permit Type,Product Hint,Candidate Category,Priority,Confidence,Review Status,Source System,Source Date,Source URL,Source Evidence,Review Notes,Existing Atlas Check
PA-10003003,PA,10003003,COUNTRY VIEW CREAMERY LLC,COUNTRY VIEW CREAMERY LLC,Delta,,9 Aubel Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004083,PA,10004083,CREAMWORKS INC,CREAMWORKS INC,Waymart,,1509 Creek Drive,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004288,PA,10004288,DAIRY DIRECT LLC,DAIRY DIRECT LLC,Kinzers,,5085 Old Philadelphia Pike,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002916,PA,10002916,DAIRY FARMERS OF AMERICA,DAIRY FARMERS OF AMERICA,Middlebury Center,,72 Milk Plant Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005265,PA,10005265,DAIRY FARMERS OF AMERICA - NEW WILMINGTON,DAIRY FARMERS OF AMERICA - NEW WILMINGTON,New Wilmington,,925 State Route 18 & 208,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002938,PA,10002938,DAIRY FARMERS OF AMERICA - READING PLANT,DAIRY FARMERS OF AMERICA - READING PLANT,Reading,,100 McKinley Ave,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000016,PA,10000016,DFA DAIRY BRANDS FLUID LLC - LANSDALE,DFA DAIRY BRANDS FLUID LLC - LANSDALE,Lansdale,,800 Allentown Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000108,PA,10000108,DFA DAIRY BRANDS FLUID LLC - LEBANON,DFA DAIRY BRANDS FLUID LLC - LEBANON,Lebanon,,2401 Walnut St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000104,PA,10000104,DFA DAIRY BRANDS FLUID LLC - SCHUYLKILL HAVEN,DFA DAIRY BRANDS FLUID LLC - SCHUYLKILL HAVEN,Schuylkill Haven,,110 Manheim Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000101,PA,10000101,DFA DAIRY BRANDS FLUID LLC - SHARPSVILLE,DFA DAIRY BRANDS FLUID LLC - SHARPSVILLE,Sharpsville,,1690 Oneida Lane,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005392,PA,10005392,DILLY ARTISAN FOODS LLC,DILLY ARTISAN FOODS LLC,Lancaster,,1980 New Danville Pike,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003681,PA,10003681,DOWN ON THE FARM CREAMERY LLC,DOWN ON THE FARM CREAMERY LLC,Strasburg,,509 May Post Office Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003722,PA,10003722,DUTCH MEADOWS LLC,DUTCH MEADOWS LLC,Paradise,,753 Country Lane,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004364,PA,10004364,DUTCH VALLEY FOOD CO LLC,DUTCH VALLEY FOOD CO LLC,Sunbury,,1000 S Second St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000747,PA,10000747,ERIVAN DAIRY INC,ERIVAN DAIRY INC,Oreland,,105 Allison Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000091,PA,10000091,FARMERS CHEESE COOP ASSN,FARMERS CHEESE COOP ASSN,Corry,,118 W Smith Street,PA Milk Board licensed dealer; plant status requires review,Cheese / farmstead,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003734,PA,10003734,FARMSTEAD CREAMERY LLC,FARMSTEAD CREAMERY LLC,Gordonville,,225 N Hollander Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005701,PA,10005701,FLEUR DE LAIT EAST LLC,FLEUR DE LAIT EAST LLC,New Holland,,400 S Custer Ave,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000456,PA,10000456,FREDDY HILL FARMS,FREDDY HILL FARMS,Lansdale,,1440 Sumneytown Pike,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002178,PA,10002178,FRESH DAIRY COMPANY,FRESH DAIRY COMPANY,Newtown,,145 Parsons Lane,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10001367,PA,10001367,FRESH MADE INC,FRESH MADE INC,Philadelphia,,810 Bleigh Ave,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000012,PA,10000012,GALLIKER DAIRY COMPANY,GALLIKER DAIRY COMPANY,Johnstown,,PO Box 5350,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004780,PA,10004780,HARDLER FARMS LLC,HARDLER FARMS LLC,Honesdale,,11 Hardler Farm Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005640,PA,10005640,HARMONY MILK PRODUCERS COOPERATIVE INC,HARMONY MILK PRODUCERS COOPERATIVE INC,New Holland,,413 Reibenbach Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000015,PA,10000015,HARRISBURG DAIRIES INC,HARRISBURG DAIRIES INC,Harrisburg,,PO Box 61317,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000572,PA,10000572,HEISLERS CLOVERLEAF DAIRY INC,HEISLERS CLOVERLEAF DAIRY INC,Tamaqua,,743 Catawissa Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000798,PA,10000798,HERSHEY CREAMERY COMPANY,HERSHEY CREAMERY COMPANY,Harrisburg,,301 South Cameron St,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000125,PA,10000125,HIGH VIEW INC,HIGH VIEW INC,Loretto,,517 Vale Wood Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003796,PA,10003796,HORNINGFORD CREAMERY LLC,HORNINGFORD CREAMERY LLC,McVeytown,,387 Horningford Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000893,PA,10000893,HP HOOD LLC PHILADELPHIA,HP HOOD LLC PHILADELPHIA,Philadelphia,,10975 Dutton Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004348,PA,10004348,JACKSON FARMS,JACKSON FARMS,New Salem,,6718 National Pike,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000580,PA,10000580,JOHN KOLLER & SON INC,JOHN KOLLER & SON INC,Fredonia,,1734 Perry Hwy,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000571,PA,10000571,KERBERS DAIRY INC,KERBERS DAIRY INC,North Huntingdon,,1856 Guffey Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005274,PA,10005274,KEYSTONE FAMILY FARMS COOPERATIVE INC,KEYSTONE FAMILY FARMS COOPERATIVE INC,Madisonburg,,4657 Brush Valley Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000485,PA,10000485,KOLBS FARM STORE,KOLBS FARM STORE,Spring City,,151 Kolb Farm Store,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003356,PA,10003356,LAMAGNA FOOD GROUP LLC,LAMAGNA FOOD GROUP LLC,Verona,,1 Lamagna Dr,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000230,PA,10000230,LAND O LAKES - PLANT,LAND O LAKES - PLANT,Carlisle,,405 Park Drive,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000263,PA,10000263,LAPP VALLEY FARM CREAMERY LLC,LAPP VALLEY FARM CREAMERY LLC,New Holland,,245 Mentzer Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000499,PA,10000499,LEIBYS DAIRY INC,LEIBYS DAIRY INC,Tamaqua,,116 Mountain Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002897,PA,10002897,LEPRINO FOODS CO,LEPRINO FOODS CO,Sayre,,217 Yanuzzi Dr,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
